	soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count	doi	abstract	species	tissue	disease
1314	1314	Publication: https://doi.org/10.1016/j.ccell.2021.03.007 Dataset Version: https://datasets.cellxgene.cziscience.com/fd9aef61-20f1-46fa-a732-51e519d17bee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3f50314f-bdc9-40c6-8e4a-b0901ebfbe4c	3f50314f-bdc9-40c6-8e4a-b0901ebfbe4c	Single-cell sequencing links multiregional immune landscapes and tissue-resident T cells in ccRCC to tumor topology and therapy efficacy	10.1016/j.ccell.2021.03.007	Krishna et al. (2021) Cancer Cell	bd65a70f-b274-4133-b9dd-0d1431b6af34	fd9aef61-20f1-46fa-a732-51e519d17bee	Single-cell sequencing links multiregional immune landscapes and tissue-resident T cells in ccRCC to tumor topology and therapy efficacy	bd65a70f-b274-4133-b9dd-0d1431b6af34.h5ad	167283	https://doi.org/10.1016/j.ccell.2021.03.007		human	kidney	cancer
1319	1319	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/0bc32564-6f66-42f5-be4b-07146731b8dc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	12967895-3d58-4e93-be2c-4e1bcf4388d5	0bc32564-6f66-42f5-be4b-07146731b8dc	Mouse Female	12967895-3d58-4e93-be2c-4e1bcf4388d5.h5ad	69709	https://doi.org/10.1038/s41586-022-04918-4	Abstract Gonadal development is a complex process that involves sex determination followed by divergent maturation into either testes or ovaries1. Historically, limited tissue accessibility, a lack of reliable in vitro models and critical differences between humans and mice have hampered our knowledge of human gonadogenesis, despite its importance in gonadal conditions and infertility. Here, we generated a comprehensive map of first- and second-trimester human gonads using a combination of single-cell and spatial transcriptomics, chromatin accessibility assays and fluorescent microscopy. We extracted human-specific regulatory programmes that control the development of germline and somatic cell lineages by profiling equivalent developmental stages in mice. In both species, we define the somatic cell states present at the time of sex specification, including the bipotent early supporting population that, in males, upregulates the testis-determining factor SRY and sPAX8s, a gonadal lineage located at the gonadal-mesonephric interface. In females, we resolve the cellular and molecular events that give rise to the first and second waves of granulosa cells that compartmentalize the developing ovary to modulate germ cell differentiation. In males, we identify human SIGLEC15 + and TREM2 + fetal testicular macrophages, which signal to somatic cells outside and inside the developing testis cords, respectively. This study provides a comprehensive spatiotemporal map of human and mouse gonadal differentiation, which can guide in vitro gonadogenesis.	mouse	testis	healthy
1324	1324	Publication: https://doi.org/10.1016/j.neuron.2022.06.021 Dataset Version: https://datasets.cellxgene.cziscience.com/45b78a7b-6def-40f2-b27f-8eab7848602f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b953c942-f5d8-434f-9da7-e726ba7c1481	b953c942-f5d8-434f-9da7-e726ba7c1481	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease	10.1016/j.neuron.2022.06.021	Otero-Garcia et al. (2022) Neuron	85c60876-7f35-40c5-a256-7808d84c6ba5	45b78a7b-6def-40f2-b27f-8eab7848602f	Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory	85c60876-7f35-40c5-a256-7808d84c6ba5.h5ad	96129	https://doi.org/10.1016/j.neuron.2022.06.021		human	unknown	neurodegenerative
1327	1327	Publication: https://doi.org/10.1002/path.5751 Dataset Version: https://datasets.cellxgene.cziscience.com/a33ec845-4942-4349-8bf4-d1f971f5ea47.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4b54248f-2165-477c-a027-dd55082e8818	4b54248f-2165-477c-a027-dd55082e8818	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions	10.1002/path.5751	Joseph et al. (2021) J. Pathol.	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7	a33ec845-4942-4349-8bf4-d1f971f5ea47	Single cell analysis of mouse and human prostate reveals novel fibroblasts with specialized distribution and microenvironment interactions - All Human Cells	574e9f9e-f8b4-41ef-bf19-89a9964fd9c7.h5ad	83451	https://doi.org/10.1002/path.5751	Abstract Stromal-epithelial interactions are critical to the morphogenesis, differentiation, and homeostasis of the prostate, but the molecular identity and anatomy of discrete stromal cell types is poorly understood. Using single-cell RNA sequencing, we identified and validated the in situ localization of three smooth muscle subtypes (prostate smooth muscle, pericytes, and vascular smooth muscle) and two novel fibroblast subtypes in human prostate. Peri-epithelial fibroblasts (APOD+) wrap around epithelial structures, whereas interstitial fibroblasts (C7+) are interspersed in extracellular matrix. In contrast, the mouse displayed three fibroblast subtypes with distinct proximal-distal and lobe-specific distribution patterns. Statistical analysis of mouse and human fibroblasts showed transcriptional correlation between mouse prostate (C3+) and urethral (Lgr5+) fibroblasts and the human interstitial fibroblast subtype. Both urethral fibroblasts (Lgr5+) and ductal fibroblasts (Wnt2+) in the mouse contribute to a proximal Wnt/Tgfb signaling niche that is absent in human prostate. Instead, human peri-epithelial fibroblasts express secreted WNT inhibitors SFRPs and DKK1, which could serve as a buffer against stromal WNT ligands by creating a localized signaling niche around individual prostate glands. We also identified proximal-distal fibroblast density differences in human prostate that could amplify stromal signaling around proximal prostate ducts. In human benign prostatic hyperplasia, fibroblast subtypes upregulate critical immunoregulatory pathways and show distinct distributions in stromal and glandular phenotypes. A detailed taxonomy of leukocytes in benign prostatic hyperplasia reveals an influx of myeloid dendritic cells, T cells and B cells, resembling a mucosal inflammatory disorder. A receptor-ligand interaction analysis of all cell types revealed a central role for fibroblasts in growth factor, morphogen, and chemokine signaling to endothelia, epithelia, and leukocytes. These data are foundational to the development of new therapeutic targets in benign prostatic hyperplasia. (c) 2021 The Pathological Society of Great Britain and Ireland. Published by John Wiley &amp; Sons, Ltd.	mouse	muscle	healthy
1328	1328	Publication: https://doi.org/10.1016/j.isci.2024.109916 Dataset Version: https://datasets.cellxgene.cziscience.com/2848134a-6753-40b1-b31c-209606f07609.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	Unified comprehensive single-cell atlas of the mouse retina	10.1016/j.isci.2024.109916	Li et al. (2024) iScience	52ec814e-2ff6-4ab1-a1a1-d31404af47e3	2848134a-6753-40b1-b31c-209606f07609	MRCA: scRNA-seq of the mouse retina - RGC subclass	52ec814e-2ff6-4ab1-a1a1-d31404af47e3.h5ad	77902	https://doi.org/10.1016/j.isci.2024.109916		mouse	eye	healthy
1330	1330	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/fadec542-5680-4cd0-aee1-dbcdecf5b4a1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	Nowicki-Osuch et al. (2023) Cancer Discovery	e5233a94-9e43-418c-8209-6f1400c31530	fadec542-5680-4cd0-aee1-dbcdecf5b4a1	UMAP of all data	e5233a94-9e43-418c-8209-6f1400c31530.h5ad	146583	https://doi.org/10.1158/2159-8290.cd-22-0824	Abstract Intestinal metaplasia in the esophagus (Barrett's esophagus IM, or BE-IM) and stomach (GIM) are considered precursors for esophageal and gastric adenocarcinoma, respectively. We hypothesize that BE-IM and GIM follow parallel developmental trajectories in response to differing inflammatory insults. Here, we construct a single-cell RNA-sequencing atlas, supported by protein expression studies, of the entire gastrointestinal tract spanning physiologically normal and pathologic states including gastric metaplasia in the esophagus (E-GM), BE-IM, atrophic gastritis, and GIM. We demonstrate that BE-IM and GIM share molecular features, and individual cells simultaneously possess transcriptional properties of gastric and intestinal epithelia, suggesting phenotypic mosaicism. Transcriptionally E-GM resembles atrophic gastritis; genetically, it is clonal and has a lower mutational burden than BE-IM. Finally, we show that GIM and BE-IM acquire a protumorigenic, activated fibroblast microenvironment. These findings suggest that BE-IM and GIM can be considered molecularly similar entities in adjacent organs, opening the path for shared detection and treatment strategies. Significance: Our data capture the gradual molecular and phenotypic transition from a gastric to intestinal phenotype (IM) in the esophagus and stomach. Because BE-IM and GIM can predispose to cancer, this new understanding of a common developmental trajectory could pave the way for a more unified approach to detection and treatment. See related commentary by Stachler, p. 1291. This article is highlighted in the In This Issue feature, p. 1275	human	intestine	cancer
1331	1331	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/cc0a3c90-988b-481c-94a2-453c1196ec81.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	535e9336-2d8d-43c3-944d-bcbebe20df8a	cc0a3c90-988b-481c-94a2-453c1196ec81	Human Male	535e9336-2d8d-43c3-944d-bcbebe20df8a.h5ad	133811	https://doi.org/10.1038/s41586-022-04918-4	Abstract Gonadal development is a complex process that involves sex determination followed by divergent maturation into either testes or ovaries1. Historically, limited tissue accessibility, a lack of reliable in vitro models and critical differences between humans and mice have hampered our knowledge of human gonadogenesis, despite its importance in gonadal conditions and infertility. Here, we generated a comprehensive map of first- and second-trimester human gonads using a combination of single-cell and spatial transcriptomics, chromatin accessibility assays and fluorescent microscopy. We extracted human-specific regulatory programmes that control the development of germline and somatic cell lineages by profiling equivalent developmental stages in mice. In both species, we define the somatic cell states present at the time of sex specification, including the bipotent early supporting population that, in males, upregulates the testis-determining factor SRY and sPAX8s, a gonadal lineage located at the gonadal-mesonephric interface. In females, we resolve the cellular and molecular events that give rise to the first and second waves of granulosa cells that compartmentalize the developing ovary to modulate germ cell differentiation. In males, we identify human SIGLEC15 + and TREM2 + fetal testicular macrophages, which signal to somatic cells outside and inside the developing testis cords, respectively. This study provides a comprehensive spatiotemporal map of human and mouse gonadal differentiation, which can guide in vitro gonadogenesis.	mouse	testis	healthy
1334	1334	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/8b10866b-4bc7-43cc-bdaf-7a952e559bfb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	Liang et al. (2023) Cell Genomics	00e5dedd-b9b7-43be-8c28-b0e5c6414a62	8b10866b-4bc7-43cc-bdaf-7a952e559bfb	Photoreceptor cells in human retina (rod cells downsampled)	00e5dedd-b9b7-43be-8c28-b0e5c6414a62.h5ad	21422	https://doi.org/10.1016/j.xgen.2023.100298		human	eye	healthy
1336	1336	Publication: https://doi.org/10.1038/s41586-020-2157-4 Dataset Version: https://datasets.cellxgene.cziscience.com/ae0c62a1-a30f-4033-97d2-0edb2e146c53.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1	38833785-fac5-48fd-944a-0f62a4c23ed1	Construction of a human cell landscape at single-cell level	10.1038/s41586-020-2157-4	Han et al. (2020) Nature	2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	ae0c62a1-a30f-4033-97d2-0edb2e146c53	Construction of a human cell landscape at single-cell level	2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.h5ad	598266	https://doi.org/10.1038/s41586-020-2157-4		human	unknown	healthy
1338	1338	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/2cd5b08f-4537-451c-87df-f4ce5ef7dee3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	Emont et al. (2022) Nature	ca46ffe6-0a26-4d8d-82fa-81722daf1102	2cd5b08f-4537-451c-87df-f4ce5ef7dee3	A Single-Cell Atlas of Human White Adipose Tissue	ca46ffe6-0a26-4d8d-82fa-81722daf1102.h5ad	166149	https://doi.org/10.1038/s41586-022-04518-2		mouse	adipose	healthy
1339	1339	Publication: https://doi.org/10.1126/science.abl4290 Dataset Version: https://datasets.cellxgene.cziscience.com/661d5ec2-ca57-413c-8374-f49b0054ddba.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470	a3ffde6c-7ad2-498a-903c-d58e732f7470	Single-nucleus cross-tissue molecular reference maps to decipher disease gene function	10.1126/science.abl4290	Eraslan et al. (2022) Science	4ed927e9-c099-49af-b8ce-a2652d069333	661d5ec2-ca57-413c-8374-f49b0054ddba	Single-nucleus cross-tissue molecular reference maps to decipher disease gene function	4ed927e9-c099-49af-b8ce-a2652d069333.h5ad	209126	https://doi.org/10.1126/science.abl4290	Understanding gene function and regulation in homeostasis and disease requires knowledge of the cellular and tissue contexts in which genes are expressed. Here, we applied four single-nucleus RNA sequencing methods to eight diverse, archived, frozen tissue types from 16 donors and 25 samples, generating a cross-tissue atlas of 209,126 nuclei profiles, which we integrated across tissues, donors, and laboratory methods with a conditional variational autoencoder. Using the resulting cross-tissue atlas, we highlight shared and tissue-specific features of tissue-resident cell populations; identify cell types that might contribute to neuromuscular, metabolic, and immune components of monogenic diseases and the biological processes involved in their pathology; and determine cell types and gene modules that might underlie disease mechanisms for complex traits analyzed by genome-wide association studies.	human	unknown	healthy
1340	1340	Publication: https://doi.org/10.1016/j.xgen.2023.100298 Dataset Version: https://datasets.cellxgene.cziscience.com/01fece28-5bde-4333-be38-176c325aac9d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af893e86-8e9f-41f1-a474-ef05359b1fb7	af893e86-8e9f-41f1-a474-ef05359b1fb7	Single-cell transcriptomic atlas for adult human retina	10.1016/j.xgen.2023.100298	Liang et al. (2023) Cell Genomics	ed419b4e-db9b-40f1-8593-68fdf8dfb076	01fece28-5bde-4333-be38-176c325aac9d	Non-neuronal cells in human retina	ed419b4e-db9b-40f1-8593-68fdf8dfb076.h5ad	18011	https://doi.org/10.1016/j.xgen.2023.100298		human	brain	healthy
1344	1344	Publication: https://doi.org/10.1016/j.isci.2024.109916 Dataset Version: https://datasets.cellxgene.cziscience.com/9d8f8498-8d8e-4044-9c5b-20c4b2a0e75b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	a0c84e3f-a5ca-4481-b3a5-ccfda0a81ecc	Unified comprehensive single-cell atlas of the mouse retina	10.1016/j.isci.2024.109916	Li et al. (2024) iScience	40e25c08-8d33-4768-89dd-501def6191d7	9d8f8498-8d8e-4044-9c5b-20c4b2a0e75b	MRCA: scRNA-seq of the mouse retina - bipolar cell subclass	40e25c08-8d33-4768-89dd-501def6191d7.h5ad	147523	https://doi.org/10.1016/j.isci.2024.109916		mouse	eye	healthy
1346	1346	Publication: https://doi.org/10.1038/s41590-023-01584-0 Dataset Version: https://datasets.cellxgene.cziscience.com/4d94421f-784b-421f-8cc7-cefc05e87c61.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/7e216a15-82df-46ee-b454-d0261d99e5f5	7e216a15-82df-46ee-b454-d0261d99e5f5	Single-cell multiomic analysis of thymocyte development reveals drivers of CD4+ T cell and CD8+ T cell lineage commitment	10.1038/s41590-023-01584-0	Steier et al. (2023) Nat Immunol	8d819c30-9759-41b4-9871-8acddfadb0bc	4d94421f-784b-421f-8cc7-cefc05e87c61	Single-cell multi-omic analysis of positively selected thymocytes	8d819c30-9759-41b4-9871-8acddfadb0bc.h5ad	29408	https://doi.org/10.1038/s41590-023-01584-0	Abstract The development of CD4+ T cells and CD8+ T cells in the thymus is critical to adaptive immunity and is widely studied as a model of lineage commitment. Recognition of self-peptide major histocompatibility complex (MHC) class I or II by the T cell antigen receptor (TCR) determines the CD8+ or CD4+ T cell lineage choice, respectively, but how distinct TCR signals drive transcriptional programs of lineage commitment remains largely unknown. Here we applied CITE-seq to measure RNA and surface proteins in thymocytes from wild-type and T cell lineage-restricted mice to generate a comprehensive timeline of cell states for each T cell lineage. These analyses identified a sequential process whereby all thymocytes initiate CD4+ T cell lineage differentiation during a first wave of TCR signaling, followed by a second TCR signaling wave that coincides with CD8+ T cell lineage specification. CITE-seq and pharmaceutical inhibition experiments implicated a TCR-calcineurin-NFAT-GATA3 axis in driving the CD4+ T cell fate. Our data provide a resource for understanding cell fate decisions and implicate a sequential selection process in guiding lineage choice.	mouse	blood	healthy
1352	1352	Publication: https://doi.org/10.1038/s41586-022-04518-2 Dataset Version: https://datasets.cellxgene.cziscience.com/4103ff27-c13c-4092-87a7-5cd71ce57d26.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fe0e718d-2ee9-42cc-894b-0b490f437dfd	fe0e718d-2ee9-42cc-894b-0b490f437dfd	A single-cell atlas of human and mouse white adipose tissue	10.1038/s41586-022-04518-2	Emont et al. (2022) Nature	a2da8d7b-54a8-47d1-a0d3-aafcd0535f00	4103ff27-c13c-4092-87a7-5cd71ce57d26	A Single-Cell Atlas of Mouse White Adipose Tissue	a2da8d7b-54a8-47d1-a0d3-aafcd0535f00.h5ad	197721	https://doi.org/10.1038/s41586-022-04518-2		mouse	adipose	healthy
1354	1354	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/44d1c1aa-7c79-4cca-9edf-f4e97edc047a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	Chan et al. (2021) Cancer Cell	576f193c-75d0-4a11-bd25-8676587e6dc2	44d1c1aa-7c79-4cca-9edf-f4e97edc047a	Combined samples	576f193c-75d0-4a11-bd25-8676587e6dc2.h5ad	147137	https://doi.org/10.1016/j.ccell.2021.09.008		human	lung	cancer
1360	1360	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/e79c6854-f003-43e1-a598-bd31477eaacb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	b64ba72d-addb-4129-a572-c001699a0747	e79c6854-f003-43e1-a598-bd31477eaacb	Major cell cluster: Neural crest (PNS neurons)	b64ba72d-addb-4129-a572-c001699a0747.h5ad	103999	https://doi.org/10.1038/s41586-024-07069-w	Abstract The house mouse (Mus musculus) is an exceptional model system, combining genetic tractability with close evolutionary affinity to humans1,2. Mouse gestation lasts only 3 weeks, during which the genome orchestrates the astonishing transformation of a single-cell zygote into a free-living pup composed of more than 500 million cells. Here, to establish a global framework for exploring mammalian development, we applied optimized single-cell combinatorial indexing3 to profile the transcriptional states of 12.4 million nuclei from 83 embryos, precisely staged at 2- to 6-hour intervals spanning late gastrulation (embryonic day 8) to birth (postnatal day 0). From these data, we annotate hundreds of cell types and explore the ontogenesis of the posterior embryo during somitogenesis and of kidney, mesenchyme, retina and early neurons. We leverage the temporal resolution and sampling depth of these whole-embryo snapshots, together with published data4-8 from earlier timepoints, to construct a rooted tree of cell-type relationships that spans the entirety of prenatal development, from zygote to birth. Throughout this tree, we systematically nominate genes encoding transcription factors and other proteins as candidate drivers of the in vivo differentiation of hundreds of cell types. Remarkably, the most marked temporal shifts in cell states are observed within one hour of birth and presumably underlie the massive physiological adaptations that must accompany the successful transition of a mammalian fetus to life outside the womb.	mouse	kidney	healthy
1368	1368	Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/bf28d870-0750-443d-bb54-ec664b8f40c3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08	f7cecffa-00b4-4560-a29a-8ad626b8ee08	Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer	10.1016/j.ccell.2022.11.001	Li et al. (2022) Cancer Cell	5af90777-6760-4003-9dba-8f945fec6fdf	bf28d870-0750-443d-bb54-ec664b8f40c3	Single-cell transcriptomic datasets of Renal cell carcinoma patients	5af90777-6760-4003-9dba-8f945fec6fdf.h5ad	270855	https://doi.org/10.1016/j.ccell.2022.11.001		human	kidney	cancer
1374	1374	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/c3cf4de8-3362-4181-b696-b6d162b94aee.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	8785f5ab-7d97-4b0d-9c56-636c63e151ab	c3cf4de8-3362-4181-b696-b6d162b94aee	Major cell cluster: Neural crest (PNS glia)	8785f5ab-7d97-4b0d-9c56-636c63e151ab.h5ad	126743	https://doi.org/10.1038/s41586-024-07069-w	Abstract The house mouse (Mus musculus) is an exceptional model system, combining genetic tractability with close evolutionary affinity to humans1,2. Mouse gestation lasts only 3 weeks, during which the genome orchestrates the astonishing transformation of a single-cell zygote into a free-living pup composed of more than 500 million cells. Here, to establish a global framework for exploring mammalian development, we applied optimized single-cell combinatorial indexing3 to profile the transcriptional states of 12.4 million nuclei from 83 embryos, precisely staged at 2- to 6-hour intervals spanning late gastrulation (embryonic day 8) to birth (postnatal day 0). From these data, we annotate hundreds of cell types and explore the ontogenesis of the posterior embryo during somitogenesis and of kidney, mesenchyme, retina and early neurons. We leverage the temporal resolution and sampling depth of these whole-embryo snapshots, together with published data4-8 from earlier timepoints, to construct a rooted tree of cell-type relationships that spans the entirety of prenatal development, from zygote to birth. Throughout this tree, we systematically nominate genes encoding transcription factors and other proteins as candidate drivers of the in vivo differentiation of hundreds of cell types. Remarkably, the most marked temporal shifts in cell states are observed within one hour of birth and presumably underlie the massive physiological adaptations that must accompany the successful transition of a mammalian fetus to life outside the womb.	mouse	kidney	healthy
1377	1377	Publication: https://doi.org/10.1016/j.jcmgh.2022.02.007 Dataset Version: https://datasets.cellxgene.cziscience.com/d9a99b4a-3755-47c4-8eb5-09821ffbde17.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/64b24fda-6591-4ce1-89e7-33eb6c43ad7b	64b24fda-6591-4ce1-89e7-33eb6c43ad7b	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	10.1016/j.jcmgh.2022.02.007	Burclaff et al. (2022) Cellular and Molecular Gastroenterology and Hepatology	019c7af2-c827-4454-9970-44d5e39ce068	d9a99b4a-3755-47c4-8eb5-09821ffbde17	A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics	019c7af2-c827-4454-9970-44d5e39ce068.h5ad	12590	https://doi.org/10.1016/j.jcmgh.2022.02.007		human	intestine	healthy
1379	1379	Publication: https://doi.org/10.1016/j.ccell.2021.09.008 Dataset Version: https://datasets.cellxgene.cziscience.com/bedb6364-f5a7-4a78-aed3-eb98d292155d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/62e8f058-9c37-48bc-9200-e767f318a8ec	62e8f058-9c37-48bc-9200-e767f318a8ec	HTAN MSK - Single cell profiling reveals novel tumor and myeloid subpopulations in small cell lung cancer	10.1016/j.ccell.2021.09.008	Chan et al. (2021) Cancer Cell	486486d4-9462-43e5-9249-eb43fa5a49a6	bedb6364-f5a7-4a78-aed3-eb98d292155d	T cells	486486d4-9462-43e5-9249-eb43fa5a49a6.h5ad	46140	https://doi.org/10.1016/j.ccell.2021.09.008		human	lung	cancer
1385	1385	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/d92fa234-9288-4acb-9d66-bf13a9a65b94.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	Jin et al. (2021) iScience	96a3f64b-0ee9-40d8-91e9-813ce38261c9	d92fa234-9288-4acb-9d66-bf13a9a65b94	COVID-19 Immune Altas: Integration of 5 public COVID-19 PBMC single-cell datasets	96a3f64b-0ee9-40d8-91e9-813ce38261c9.h5ad	239696	https://doi.org/10.1016/j.isci.2021.103115		human	blood	covid19
1423	1423	Publication: https://doi.org/10.1038/s41586-022-04918-4 Dataset Version: https://datasets.cellxgene.cziscience.com/1e52a3ff-d114-4c01-9a1c-8a5cbc0e3691.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/661a402a-2a5a-4c71-9b05-b346c57bc451	661a402a-2a5a-4c71-9b05-b346c57bc451	Single-cell roadmap of human gonadal development	10.1038/s41586-022-04918-4	Garcia-Alonso et al. (2022) Nature	4fb330ab-2d74-4649-b58f-7ffef457efdf	1e52a3ff-d114-4c01-9a1c-8a5cbc0e3691	Human Somatic Cell Lineage	4fb330ab-2d74-4649-b58f-7ffef457efdf.h5ad	191230	https://doi.org/10.1038/s41586-022-04918-4	Abstract Gonadal development is a complex process that involves sex determination followed by divergent maturation into either testes or ovaries1. Historically, limited tissue accessibility, a lack of reliable in vitro models and critical differences between humans and mice have hampered our knowledge of human gonadogenesis, despite its importance in gonadal conditions and infertility. Here, we generated a comprehensive map of first- and second-trimester human gonads using a combination of single-cell and spatial transcriptomics, chromatin accessibility assays and fluorescent microscopy. We extracted human-specific regulatory programmes that control the development of germline and somatic cell lineages by profiling equivalent developmental stages in mice. In both species, we define the somatic cell states present at the time of sex specification, including the bipotent early supporting population that, in males, upregulates the testis-determining factor SRY and sPAX8s, a gonadal lineage located at the gonadal-mesonephric interface. In females, we resolve the cellular and molecular events that give rise to the first and second waves of granulosa cells that compartmentalize the developing ovary to modulate germ cell differentiation. In males, we identify human SIGLEC15 + and TREM2 + fetal testicular macrophages, which signal to somatic cells outside and inside the developing testis cords, respectively. This study provides a comprehensive spatiotemporal map of human and mouse gonadal differentiation, which can guide in vitro gonadogenesis.	mouse	testis	healthy
